kalimat,label
duit masuk 1 juta,pemasukan
750 ribu buat pulsa,pengeluaran
bonus uang 50.000 dari orang tua,pemasukan
1 juta buat buku,pengeluaran
konten youtube gaji 5000,pemasukan
membeli sepatu 5.000.000,pengeluaran
orang tua komisi 10 ribu,pemasukan
100k untuk transfer handphone,pengeluaran
keluar uang komputer 250.000,pengeluaran
5000 dari klien sebagai terima,pemasukan
keluar duit 750 ribu,pengeluaran
5000 untuk narik uang token listrik,pengeluaran
duit masuk 750 ribu,pemasukan
menang 750 ribu,pemasukan
endorse ditransfer 100k,pemasukan
keluar duit 5000,pengeluaran
duit masuk 10 ribu,pemasukan
endorse hasil jual 5.000.000,pemasukan
biaya 5.000.000,pengeluaran
keluar duit 5.000.000,pengeluaran
tarik tunai jajanan 5000,pengeluaran
duit masuk 10 ribu,pemasukan
transfer 2jt,pengeluaran
habis untuk 750 ribu,pengeluaran
750 ribu dari kerja part-time sebagai dikasih,pemasukan
top up es kopi 5.000.000,pengeluaran
250.000 untuk bayar jajanan,pengeluaran
sumbangan 2jt,pengeluaran
keluar duit 10 ribu,pengeluaran
bonus 10 ribu,pemasukan
menerima uang 5000 dari bos,pemasukan
1 juta buat parkir,pengeluaran
keluar duit 5000,pengeluaran
50.000 untuk spend token listrik,pengeluaran
5000 buat listrik,pengeluaran
keluar duit 750 ribu,pengeluaran
5000 dari endorse sebagai bonus,pemasukan
keluar duit 100k,pengeluaran
bos refund 750 ribu,pemasukan
hasil jual uang 250.000 dari trading,pemasukan
uang kembali uang 10 ribu dari investasi,pemasukan
kerja part-time menang 750 ribu,pemasukan
uang kembali 750 ribu,pemasukan
duit masuk 250.000,pemasukan
duit masuk 50.000,pemasukan
menerima uang 50.000 dari event,pemasukan
750 ribu untuk kirim tas,pengeluaran
5.000.000 dari orang tua sebagai pemasukan,pemasukan
event pendapatan 1 juta,pemasukan
menerima uang 1 juta dari orang tua,pemasukan
1 juta dari jualan online sebagai donasi masuk,pemasukan
habis untuk 2jt,pengeluaran
10 ribu untuk ongkos mobil,pengeluaran
narik uang baju 20rb,pengeluaran
hadiah 2jt,pemasukan
duit masuk 750 ribu,pemasukan
duit masuk 100k,pemasukan
investasi menerima 1 juta,pemasukan
1 juta buat jajanan,pengeluaran
250.000 buat jajanan,pengeluaran
sumbangan 50.000,pengeluaran
2jt dari jualan online sebagai komisi,pemasukan
5.000.000 buat game online,pengeluaran
keluar duit 1 juta,pengeluaran
menerima 100k,pemasukan
sumbangan 5000,pengeluaran
gaji 5000,pemasukan
dikasih uang 5000 dari trading,pemasukan
transfer masuk 10 ribu,pemasukan
10 ribu untuk spend token listrik,pengeluaran
membeli 250.000,pengeluaran
bonus uang 250.000 dari freelance,pemasukan
5.000.000 buat buku,pengeluaran
750 ribu dari kerja part-time sebagai menerima,pemasukan
bonus 250.000,pemasukan
dikasih 5000,pemasukan
tarik tunai parkir 10 ribu,pengeluaran
dikasih 5000,pemasukan
isi saldo listrik 250.000,pengeluaran
komisi uang 20rb dari proyek,pemasukan
duit masuk 50.000,pemasukan
donasi keluar tas 50.000,pengeluaran
bonus uang 5000 dari toko,pemasukan
menang 5000,pemasukan
spend handphone 750 ribu,pengeluaran
proyek pemasukan 10 ribu,pemasukan
hasil jual 10 ribu,pemasukan
dikasih uang 750 ribu dari konten youtube,pemasukan
hadiah uang 10 ribu dari teman,pemasukan
bos hadiah 100k,pemasukan
750 ribu dari bos sebagai donasi masuk,pemasukan
keluar uang 10 ribu,pengeluaran
donasi keluar 20rb,pengeluaran
keluar duit 100k,pengeluaran
menang uang 2jt dari investasi,pemasukan
menjual uang 5000 dari proyek,pemasukan
5000 buat parkir,pengeluaran
750 ribu untuk tarik tunai motor,pengeluaran
bos ditransfer 100k,pemasukan
keluar duit 1 juta,pengeluaran
top up komputer 100k,pengeluaran
250.000 dari teman sebagai pemasukan,pemasukan
terima uang 5000 dari donatur,pemasukan
100k dari trading sebagai dapat,pemasukan
narik uang 100k,pengeluaran
pemasukan uang 250.000 dari teman,pemasukan
pendapatan uang 5000 dari klien,pemasukan
menjual uang 5.000.000 dari klien,pemasukan
donasi masuk 5000,pemasukan
duit masuk 50.000,pemasukan
keluar duit 100k,pengeluaran
100k buat ayam geprek,pengeluaran
keluar duit 100k,pengeluaran
tarik tunai wifi 1 juta,pengeluaran
keluar duit 50.000,pengeluaran
duit masuk 250.000,pemasukan
5.000.000 buat tas,pengeluaran
keluar duit 20rb,pengeluaran
750 ribu untuk ongkos ayam geprek,pengeluaran
menang 100k,pemasukan
kerja part-time hadiah 250.000,pemasukan
10 ribu untuk keluar uang paket data,pengeluaran
orang tua komisi 250.000,pemasukan
ditransfer uang 5000 dari bos,pemasukan
keluar duit 1 juta,pengeluaran
donasi masuk uang 250.000 dari event,pemasukan
duit masuk 10 ribu,pemasukan
keluar duit 1 juta,pengeluaran
20rb buat paket data,pengeluaran
keluar duit 10 ribu,pengeluaran
keluar duit 1 juta,pengeluaran
donatur refund 250.000,pemasukan
terima uang 750 ribu dari orang tua,pemasukan
50.000 dari donatur sebagai refund,pemasukan
10 ribu untuk bayar nasi goreng,pengeluaran
menerima uang 750 ribu dari kerja part-time,pemasukan
750 ribu dari endorse sebagai terima,pemasukan
isi saldo 100k,pengeluaran
membayar 250.000,pengeluaran
pendapatan 5.000.000,pemasukan
pemasukan uang 50.000 dari donatur,pemasukan
5000 untuk tarik tunai es kopi,pengeluaran
250.000 untuk membeli handphone,pengeluaran
50.000 dari klien sebagai transfer masuk,pemasukan
750 ribu untuk donasi keluar parkir,pengeluaran
keluar duit 250.000,pengeluaran
5000 untuk spend komputer,pengeluaran
100k buat baju,pengeluaran
isi saldo 750 ribu,pengeluaran
duit masuk 5000,pemasukan
donasi keluar parkir 100k,pengeluaran
50.000 untuk pengeluaran BBM,pengeluaran
duit masuk 2jt,pemasukan
keluar uang 5000,pengeluaran
duit masuk 100k,pemasukan
duit masuk 5.000.000,pemasukan
duit masuk 5000,pemasukan
tarik tunai 20rb,pengeluaran
100k dari bos sebagai dapat,pemasukan
250.000 untuk sumbangan token listrik,pengeluaran
toko dikasih 10 ribu,pemasukan
keluar duit 50.000,pengeluaran
menerima uang 20rb dari kerja part-time,pemasukan
dapat uang 250.000 dari endorse,pemasukan
isi saldo nasi goreng 750 ribu,pengeluaran
1 juta untuk top up listrik,pengeluaran
kirim 20rb,pengeluaran
hasil jual uang 2jt dari toko,pemasukan
50.000 untuk donasi keluar listrik,pengeluaran
duit masuk 250.000,pemasukan
50.000 dari klien sebagai menang,pemasukan
20rb untuk beli jajanan,pengeluaran
250.000 buat mobil,pengeluaran
narik uang buku 250.000,pengeluaran
1 juta buat game online,pengeluaran
duit masuk 1 juta,pemasukan
750 ribu untuk membayar wifi,pengeluaran
keluar duit 5000,pengeluaran
duit masuk 2jt,pemasukan
endorse refund 5.000.000,pemasukan
keluar duit 250.000,pengeluaran
50.000 dari klien sebagai transfer masuk,pemasukan
50.000 untuk kirim nasi goreng,pengeluaran
keluar duit 2jt,pengeluaran
duit masuk 1 juta,pemasukan
uang kembali 5000,pemasukan
20rb untuk pengeluaran jajanan,pengeluaran
keluar duit 750 ribu,pengeluaran
donasi keluar pulsa 750 ribu,pengeluaran
transfer game online 2jt,pengeluaran
duit masuk 2jt,pemasukan
hasil jual uang 2jt dari kerja part-time,pemasukan
10 ribu buat handphone,pengeluaran
750 ribu untuk kirim air,pengeluaran
biaya ayam geprek 250.000,pengeluaran
pendapatan uang 750 ribu dari freelance,pemasukan
bayar 1 juta,pengeluaran
duit masuk 50.000,pemasukan
50.000 dari investasi sebagai menjual,pemasukan
pendapatan uang 250.000 dari event,pemasukan
10 ribu untuk kirim baju,pengeluaran
menerima uang 5000 dari endorse,pemasukan
50.000 dari konten youtube sebagai komisi,pemasukan
100k untuk transfer mobil,pengeluaran
membayar listrik 1 juta,pengeluaran
750 ribu buat parkir,pengeluaran
toko bonus 100k,pemasukan
refund uang 5000 dari donatur,pemasukan
habis untuk 2jt,pengeluaran
duit masuk 250.000,pemasukan
750 ribu untuk ongkos ayam geprek,pengeluaran
pendapatan 100k,pemasukan
50.000 dari kerja part-time sebagai pemasukan,pemasukan
100k dari teman sebagai pendapatan,pemasukan
hadiah uang 2jt dari kerja part-time,pemasukan
duit masuk 2jt,pemasukan
20rb untuk keluar uang jajanan,pengeluaran
keluar duit 1 juta,pengeluaran
menang uang 1 juta dari trading,pemasukan
isi saldo 20rb,pengeluaran
bos menang 20rb,pemasukan
proyek menang 10 ribu,pemasukan
duit masuk 5000,pemasukan
bayar 10 ribu,pengeluaran
2jt untuk beli es kopi,pengeluaran
toko donasi masuk 100k,pemasukan
orang tua bonus 50.000,pemasukan
100k buat tas,pengeluaran
donasi masuk 250.000,pemasukan
bayar 5.000.000,pengeluaran
transfer masuk 1 juta,pemasukan
bayar 2jt,pengeluaran
keluar duit 5000,pengeluaran
keluar duit 5.000.000,pengeluaran
1 juta dari proyek sebagai pendapatan,pemasukan
donasi masuk 250.000,pemasukan
1 juta buat buku,pengeluaran
event transfer masuk 100k,pemasukan
menjual 1 juta,pemasukan
250.000 untuk bayar komputer,pengeluaran
2jt buat mobil,pengeluaran
keluar duit 100k,pengeluaran
duit masuk 250.000,pemasukan
5000 dari teman sebagai menerima,pemasukan
investasi ditransfer 100k,pemasukan
keluar duit 10 ribu,pengeluaran
50.000 dari trading sebagai hasil jual,pemasukan
1 juta untuk tarik tunai mobil,pengeluaran
10 ribu buat nasi goreng,pengeluaran
habis untuk 10 ribu,pengeluaran
10 ribu untuk sumbangan mobil,pengeluaran
duit masuk 1 juta,pemasukan
duit masuk 10 ribu,pemasukan
duit masuk 250.000,pemasukan
narik uang 5.000.000,pengeluaran
kirim sepatu 100k,pengeluaran
5000 untuk tarik tunai mobil,pengeluaran
isi saldo 250.000,pengeluaran
membeli 2jt,pengeluaran
beli 20rb,pengeluaran
keluar duit 20rb,pengeluaran
5000 buat game online,pengeluaran
beli parkir 2jt,pengeluaran
orang tua bonus 50.000,pemasukan
5000 dari jualan online sebagai terima,pemasukan
100k dari jualan online sebagai komisi,pemasukan
10 ribu dari trading sebagai menerima,pemasukan
5.000.000 buat motor,pengeluaran
duit masuk 20rb,pemasukan
20rb untuk transfer mobil,pengeluaran
5000 untuk spend jajanan,pengeluaran
membayar wifi 20rb,pengeluaran
donasi masuk uang 20rb dari trading,pemasukan
gaji uang 2jt dari event,pemasukan
keluar duit 5.000.000,pengeluaran
endorse bonus 20rb,pemasukan
spend token listrik 50.000,pengeluaran
gaji 5000,pemasukan
dikasih 100k,pemasukan
100k untuk keluar uang baju,pengeluaran
ongkos 250.000,pengeluaran
10 ribu dari bos sebagai gaji,pemasukan
duit masuk 2jt,pemasukan
duit masuk 100k,pemasukan
keluar uang sepatu 5000,pengeluaran
duit masuk 5.000.000,pemasukan
750 ribu dari toko sebagai terima,pemasukan
gaji 750 ribu,pemasukan
5000 untuk top up handphone,pengeluaran
transfer masuk 5.000.000,pemasukan
100k buat nasi goreng,pengeluaran
donasi keluar baju 750 ribu,pengeluaran
duit masuk 1 juta,pemasukan
keluar uang baju 50.000,pengeluaran
hasil jual uang 5.000.000 dari trading,pemasukan
refund 2jt,pemasukan
jualan online refund 250.000,pemasukan
keluar duit 5000,pengeluaran
donasi masuk 10 ribu,pemasukan
2jt dari kerja part-time sebagai hadiah,pemasukan
transfer masuk 2jt,pemasukan
membayar 750 ribu,pengeluaran
keluar uang pulsa 100k,pengeluaran
keluar duit 250.000,pengeluaran
100k untuk sumbangan motor,pengeluaran
duit masuk 5000,pemasukan
2jt buat baju,pengeluaran
hasil jual uang 1 juta dari toko,pemasukan
bayar jajanan 250.000,pengeluaran
toko gaji 5000,pemasukan
5000 untuk membayar motor,pengeluaran
100k untuk transfer pulsa,pengeluaran
membayar 20rb,pengeluaran
750 ribu dari jualan online sebagai terima,pemasukan
hasil jual uang 50.000 dari trading,pemasukan
duit masuk 10 ribu,pemasukan
beli sepatu 750 ribu,pengeluaran
pemasukan 1 juta,pemasukan
freelance uang kembali 5.000.000,pemasukan
gaji 20rb,pemasukan
klien gaji 5.000.000,pemasukan
menang uang 250.000 dari jualan online,pemasukan
20rb dari freelance sebagai dikasih,pemasukan
250.000 buat listrik,pengeluaran
duit masuk 2jt,pemasukan
narik uang nasi goreng 5000,pengeluaran
duit masuk 5.000.000,pemasukan
1 juta buat wifi,pengeluaran
2jt dari teman sebagai gaji,pemasukan
10 ribu buat wifi,pengeluaran
biaya 10 ribu,pengeluaran
keluar duit 5.000.000,pengeluaran
donasi masuk 50.000,pemasukan
pemasukan uang 2jt dari teman,pemasukan
2jt dari klien sebagai ditransfer,pemasukan
duit masuk 2jt,pemasukan
750 ribu dari investasi sebagai transfer masuk,pemasukan
bayar 20rb,pengeluaran
spend komputer 50.000,pengeluaran
keluar duit 10 ribu,pengeluaran
duit masuk 100k,pemasukan
spend 100k,pengeluaran
jualan online menang 20rb,pemasukan
menjual uang 5.000.000 dari endorse,pemasukan
hadiah uang 10 ribu dari orang tua,pemasukan
duit masuk 1 juta,pemasukan
bayar wifi 5.000.000,pengeluaran
dikasih uang 10 ribu dari teman,pemasukan
keluar duit 250.000,pengeluaran
duit masuk 250.000,pemasukan
keluar duit 20rb,pengeluaran
refund 10 ribu,pemasukan
dikasih uang 20rb dari kerja part-time,pemasukan
50.000 untuk spend sepatu,pengeluaran
50.000 dari event sebagai dapat,pemasukan
duit masuk 100k,pemasukan
beli 2jt,pengeluaran
pengeluaran 10 ribu,pengeluaran
10 ribu dari event sebagai gaji,pemasukan
jualan online hasil jual 1 juta,pemasukan
10 ribu untuk keluar uang motor,pengeluaran
250.000 dari donatur sebagai menjual,pemasukan
menerima 2jt,pemasukan
spend sepatu 750 ribu,pengeluaran
kerja part-time hadiah 50.000,pemasukan
narik uang 20rb,pengeluaran
bonus 750 ribu,pemasukan
50.000 buat paket data,pengeluaran
donatur pendapatan 2jt,pemasukan
5000 buat parkir,pengeluaran
duit masuk 250.000,pemasukan
1 juta buat nasi goreng,pengeluaran
5000 untuk donasi keluar BBM,pengeluaran
750 ribu buat ayam geprek,pengeluaran
duit masuk 5.000.000,pemasukan
750 ribu buat BBM,pengeluaran
menjual uang 10 ribu dari bos,pemasukan
5000 untuk sumbangan listrik,pengeluaran
250.000 untuk isi saldo nasi goreng,pengeluaran
keluar duit 5.000.000,pengeluaran
50.000 buat nasi goreng,pengeluaran
1 juta buat es kopi,pengeluaran
100k untuk membeli baju,pengeluaran
freelance menjual 100k,pemasukan
750 ribu buat baju,pengeluaran
20rb dari toko sebagai hadiah,pemasukan
hadiah uang 10 ribu dari endorse,pemasukan
sumbangan 10 ribu,pengeluaran
habis untuk 5.000.000,pengeluaran
1 juta buat wifi,pengeluaran
spend token listrik 250.000,pengeluaran
isi saldo es kopi 50.000,pengeluaran
donasi masuk uang 5.000.000 dari donatur,pemasukan
kirim motor 20rb,pengeluaran
750 ribu untuk ongkos mobil,pengeluaran
1 juta dari trading sebagai dikasih,pemasukan
refund 50.000,pemasukan
terima uang 100k dari proyek,pemasukan
duit masuk 50.000,pemasukan
750 ribu untuk top up tas,pengeluaran
250.000 untuk pengeluaran handphone,pengeluaran
duit masuk 2jt,pemasukan
duit masuk 5000,pemasukan
1 juta buat air,pengeluaran
isi saldo 100k,pengeluaran
uang kembali uang 5000 dari jualan online,pemasukan
kirim 10 ribu,pengeluaran
duit masuk 10 ribu,pemasukan
pemasukan uang 250.000 dari jualan online,pemasukan
beli jajanan 250.000,pengeluaran
20rb untuk donasi keluar token listrik,pengeluaran
terima 50.000,pemasukan
pendapatan uang 2jt dari konten youtube,pemasukan
5.000.000 buat ayam geprek,pengeluaran
tarik tunai baju 100k,pengeluaran
10 ribu dari freelance sebagai gaji,pemasukan
bos ditransfer 2jt,pemasukan
bos pemasukan 250.000,pemasukan
5000 dari kerja part-time sebagai bonus,pemasukan
isi saldo baju 1 juta,pengeluaran
keluar duit 2jt,pengeluaran
keluar duit 2jt,pengeluaran
bos menjual 750 ribu,pemasukan
250.000 dari donatur sebagai menerima,pemasukan
investasi hasil jual 50.000,pemasukan
5.000.000 dari toko sebagai menang,pemasukan
freelance menjual 2jt,pemasukan
keluar duit 5000,pengeluaran
bonus 750 ribu,pemasukan
donatur transfer masuk 1 juta,pemasukan
2jt dari bos sebagai terima,pemasukan
top up jajanan 5000,pengeluaran
menerima uang 10 ribu dari freelance,pemasukan
tarik tunai 5000,pengeluaran
kerja part-time dapat 5000,pemasukan
duit masuk 50.000,pemasukan
endorse bonus 250.000,pemasukan
hasil jual uang 50.000 dari toko,pemasukan
isi saldo 100k,pengeluaran
50.000 dari donatur sebagai ditransfer,pemasukan
20rb dari konten youtube sebagai ditransfer,pemasukan
membayar ayam geprek 5000,pengeluaran
donasi masuk 5.000.000,pemasukan
keluar duit 250.000,pengeluaran
bonus 100k,pemasukan
dapat uang 50.000 dari event,pemasukan
hasil jual 10 ribu,pemasukan
pendapatan 5000,pemasukan
5.000.000 dari teman sebagai hadiah,pemasukan
keluar duit 50.000,pengeluaran
jualan online menerima 20rb,pemasukan
2jt untuk tarik tunai game online,pengeluaran
spend handphone 2jt,pengeluaran
menerima uang 50.000 dari teman,pemasukan
investasi menerima 250.000,pemasukan
narik uang 750 ribu,pengeluaran
pengeluaran air 2jt,pengeluaran
dikasih 100k,pemasukan
20rb untuk membeli sepatu,pengeluaran
hadiah 5000,pemasukan
pendapatan 750 ribu,pemasukan
freelance menerima 250.000,pemasukan
10 ribu untuk spend motor,pengeluaran
50.000 dari orang tua sebagai transfer masuk,pemasukan
konten youtube dikasih 10 ribu,pemasukan
100k untuk membayar token listrik,pengeluaran
pendapatan uang 1 juta dari jualan online,pemasukan
keluar duit 250.000,pengeluaran
terima 250.000,pemasukan
ditransfer 1 juta,pemasukan
dikasih uang 1 juta dari teman,pemasukan
keluar duit 100k,pengeluaran
duit masuk 100k,pemasukan
keluar duit 1 juta,pengeluaran
kirim mobil 50.000,pengeluaran
5000 buat wifi,pengeluaran
bayar 5.000.000,pengeluaran
pendapatan 5000,pemasukan
5000 untuk keluar uang jajanan,pengeluaran
hasil jual uang 5.000.000 dari jualan online,pemasukan
uang kembali 2jt,pemasukan
donatur komisi 5.000.000,pemasukan
duit masuk 250.000,pemasukan
uang kembali uang 10 ribu dari jualan online,pemasukan
250.000 untuk membayar token listrik,pengeluaran
2jt untuk biaya parkir,pengeluaran
komisi 750 ribu,pemasukan
donasi masuk uang 250.000 dari toko,pemasukan
duit masuk 20rb,pemasukan
keluar duit 10 ribu,pengeluaran
klien ditransfer 5.000.000,pemasukan
duit masuk 5000,pemasukan
750 ribu buat motor,pengeluaran
bonus 50.000,pemasukan
keluar duit 1 juta,pengeluaran
habis untuk paket data 2jt,pengeluaran
bayar paket data 5000,pengeluaran
1 juta dari freelance sebagai komisi,pemasukan
250.000 dari teman sebagai terima,pemasukan
duit masuk 50.000,pemasukan
2jt buat es kopi,pengeluaran
250.000 untuk top up game online,pengeluaran
jualan online ditransfer 50.000,pemasukan
keluar duit 250.000,pengeluaran
membeli token listrik 2jt,pengeluaran
dapat 2jt,pemasukan
donatur dapat 250.000,pemasukan
kerja part-time ditransfer 20rb,pemasukan
ditransfer 5000,pemasukan
duit masuk 750 ribu,pemasukan
keluar uang 10 ribu,pengeluaran
menerima uang 20rb dari freelance,pemasukan
bonus uang 250.000 dari freelance,pemasukan
klien hadiah 250.000,pemasukan
endorse refund 1 juta,pemasukan
proyek hadiah 20rb,pemasukan
menjual 750 ribu,pemasukan
bonus 20rb,pemasukan
endorse menerima 10 ribu,pemasukan
dikasih uang 750 ribu dari kerja part-time,pemasukan
gaji uang 10 ribu dari freelance,pemasukan
keluar duit 5.000.000,pengeluaran
duit masuk 5000,pemasukan
10 ribu dari trading sebagai komisi,pemasukan
endorse komisi 750 ribu,pemasukan
2jt buat parkir,pengeluaran
terima 5.000.000,pemasukan
keluar duit 100k,pengeluaran
habis untuk 1 juta,pengeluaran
habis untuk 100k,pengeluaran
2jt buat parkir,pengeluaran
kerja part-time menerima 1 juta,pemasukan
endorse pemasukan 10 ribu,pemasukan
gaji uang 20rb dari proyek,pemasukan
10 ribu buat komputer,pengeluaran
20rb dari orang tua sebagai dapat,pemasukan
bayar baju 5000,pengeluaran
bayar 50.000,pengeluaran
transfer motor 50.000,pengeluaran
20rb untuk top up tas,pengeluaran
bayar listrik 50.000,pengeluaran
5.000.000 buat wifi,pengeluaran
donasi keluar game online 20rb,pengeluaran
donatur refund 50.000,pemasukan
menerima 5.000.000,pemasukan
keluar duit 20rb,pengeluaran
duit masuk 2jt,pemasukan
5.000.000 buat nasi goreng,pengeluaran
10 ribu untuk membayar jajanan,pengeluaran
biaya 5.000.000,pengeluaran
1 juta buat sepatu,pengeluaran
